currentWord	currentWordCount	targetNodeAtt	chapterName
myself	2	Chapter Name	king-of-kings
remove	1	Chapter Name	diavolo-emerges-part3
able	1	Chapter Name	diavolo-emerges-part3
able	3	Chapter Name	diavolo-emerges-part4
able	2	Chapter Name	diavolo_emerges_part1
able	3	Chapter Name	diavolo_emerges_part2
able	4	Chapter Name	Jojos-part-5-ger-chapter-1
able	1	Chapter Name	Jojos-part-5-ger-chapter-2
obtain	2	Chapter Name	diavolo-emerges-part3
hasn't	2	Chapter Name	diavolo-emerges-part3
hasn't	1	Chapter Name	diavolo_emerges_part2
grabbed	2	Chapter Name	diavolo-emerges-part3
grabbed	1	Chapter Name	diavolo-emerges-part5
yet	2	Chapter Name	diavolo-emerges-part3
yet	1	Chapter Name	Jojos-part-5-ger-chapter-3
we're	2	Chapter Name	diavolo-emerges-part3
we're	1	Chapter Name	Jojos-part-5-ger-chapter-1
we're	1	Chapter Name	Jojos-part-5-ger-chapter-3
we're	4	Chapter Name	Jojos-part-5-ger-chapter-4
going	2	Chapter Name	diavolo-emerges-part3
going	1	Chapter Name	diavolo_emerges_part1
going	1	Chapter Name	diavolo_emerges_part2
going	2	Chapter Name	Jojos-part-5-ger-chapter-1
going	1	Chapter Name	Jojos-part-5-ger-chapter-3
going	1	Chapter Name	Jojos-part-5-ger-chapter-4
going	2	Chapter Name	king-of-kings
ohhhhhhhhhhhhh	1	Chapter Name	diavolo-emerges-part3
ohhhhhhh	2	Chapter Name	diavolo-emerges-part3
ohhhhhhh	1	Chapter Name	diavolo-emerges-part5
belongs	1	Chapter Name	diavolo-emerges-part3
belongs	1	Chapter Name	Jojos-part-5-ger-chapter-1
mine	2	Chapter Name	diavolo-emerges-part3
mine	1	Chapter Name	diavolo-emerges-part5
mine	1	Chapter Name	Jojos-part-5-ger-chapter-3
found	1	Chapter Name	diavolo-emerges-part3
found	1	Chapter Name	diavolo-emerges-part5
found	1	Chapter Name	diavolo_emerges_part1
found	1	Chapter Name	Jojos-part-5-ger-chapter-3
use	1	Chapter Name	diavolo-emerges-part3
use	3	Chapter Name	diavolo-emerges-part4
use	2	Chapter Name	diavolo-emerges-part5
use	6	Chapter Name	diavolo_emerges_part1
use	2	Chapter Name	diavolo_emerges_part2
use	3	Chapter Name	Jojos-part-5-ger-chapter-3
use	1	Chapter Name	king-of-kings
cut	1	Chapter Name	diavolo-emerges-part3
off	1	Chapter Name	diavolo-emerges-part3
off	1	Chapter Name	diavolo-emerges-part5
off	3	Chapter Name	diavolo_emerges_part1
off	4	Chapter Name	diavolo_emerges_part2
off	1	Chapter Name	Jojos-part-5-ger-chapter-1
off	1	Chapter Name	Jojos-part-5-ger-chapter-4
hand	1	Chapter Name	diavolo-emerges-part3
hand	1	Chapter Name	diavolo-emerges-part4
hand	2	Chapter Name	diavolo-emerges-part5
hand	2	Chapter Name	diavolo_emerges_part1
hand	1	Chapter Name	Jojos-part-5-ger-chapter-1
hand	3	Chapter Name	king-of-kings
blood	1	Chapter Name	diavolo-emerges-part3
spilled	1	Chapter Name	diavolo-emerges-part3
became	1	Chapter Name	diavolo-emerges-part3
ordinary	1	Chapter Name	diavolo-emerges-part3
object	1	Chapter Name	diavolo-emerges-part3
gold	2	Chapter Name	diavolo-emerges-part3
gold	2	Chapter Name	diavolo_emerges_part1
gold	2	Chapter Name	diavolo_emerges_part2
gold	8	Chapter Name	Jojos-part-5-ger-chapter-1
gold	2	Chapter Name	Jojos-part-5-ger-chapter-2
gold	6	Chapter Name	Jojos-part-5-ger-chapter-3
gold	1	Chapter Name	Jojos-part-5-ger-chapter-4
gold	5	Chapter Name	king-of-kings
experience	2	Chapter Name	diavolo-emerges-part3
experience	2	Chapter Name	diavolo_emerges_part1
experience	7	Chapter Name	Jojos-part-5-ger-chapter-1
experience	2	Chapter Name	Jojos-part-5-ger-chapter-2
experience	6	Chapter Name	Jojos-part-5-ger-chapter-3
experience	1	Chapter Name	Jojos-part-5-ger-chapter-4
experience	5	Chapter Name	king-of-kings
activating	2	Chapter Name	diavolo-emerges-part3
broke	3	Chapter Name	diavolo-emerges-part4
broke	6	Chapter Name	diavolo_emerges_part1
head	3	Chapter Name	diavolo-emerges-part4
head	1	Chapter Name	diavolo-emerges-part5
head	2	Chapter Name	Jojos-part-5-ger-chapter-1
head	1	Chapter Name	Jojos-part-5-ger-chapter-3
there's	1	Chapter Name	diavolo-emerges-part4
there's	1	Chapter Name	diavolo-emerges-part5
there's	3	Chapter Name	diavolo_emerges_part1
there's	1	Chapter Name	diavolo_emerges_part2
there's	1	Chapter Name	Jojos-part-5-ger-chapter-1
peeking	1	Chapter Name	diavolo-emerges-part4
peeking	1	Chapter Name	Jojos-part-5-ger-chapter-1
cracks	1	Chapter Name	diavolo-emerges-part4
cracks	1	Chapter Name	Jojos-part-5-ger-chapter-1
antis	1	Chapter Name	diavolo-emerges-part4
bugs	1	Chapter Name	diavolo-emerges-part4
crawling	1	Chapter Name	diavolo-emerges-part4
giorno's	1	Chapter Name	diavolo-emerges-part4
giorno's	5	Chapter Name	Jojos-part-5-ger-chapter-1
giorno's	2	Chapter Name	king-of-kings
life	1	Chapter Name	diavolo-emerges-part4
life	3	Chapter Name	diavolo-emerges-part5
life	2	Chapter Name	diavolo_emerges_part1
life	2	Chapter Name	diavolo_emerges_part2
engery	1	Chapter Name	diavolo-emerges-part4
good	1	Chapter Name	diavolo-emerges-part4
good	3	Chapter Name	diavolo_emerges_part1
good	2	Chapter Name	Jojos-part-5-ger-chapter-3
good	3	Chapter Name	Jojos-part-5-ger-chapter-4
good	3	Chapter Name	king-of-kings
far	1	Chapter Name	diavolo-emerges-part4
far	2	Chapter Name	diavolo_emerges_part1
far	1	Chapter Name	diavolo_emerges_part2
far	1	Chapter Name	Jojos-part-5-ger-chapter-1
we'll	1	Chapter Name	diavolo-emerges-part4
we'll	1	Chapter Name	diavolo_emerges_part1
hurry	1	Chapter Name	diavolo-emerges-part4
hurry	1	Chapter Name	diavolo_emerges_part2
ahead	1	Chapter Name	diavolo-emerges-part4
git	1	Chapter Name	diavolo-emerges-part4
it,mis	1	Chapter Name	diavolo-emerges-part4
action	1	Chapter Name	diavolo-emerges-part4
action	1	Chapter Name	diavolo_emerges_part1
action	5	Chapter Name	Jojos-part-5-ger-chapter-1
action	3	Chapter Name	Jojos-part-5-ger-chapter-2
scene	1	Chapter Name	diavolo-emerges-part4
gotcha	1	Chapter Name	diavolo-emerges-part4
perfectly	1	Chapter Name	diavolo-emerges-part4
forecast	1	Chapter Name	diavolo-emerges-part3
forecast	1	Chapter Name	diavolo-emerges-part4
forecast	4	Chapter Name	Jojos-part-5-ger-chapter-1
forecast	5	Chapter Name	Jojos-part-5-ger-chapter-2
forecast	2	Chapter Name	Jojos-part-5-ger-chapter-3
forecast	4	Chapter Name	king-of-kings
paths	1	Chapter Name	diavolo-emerges-part4
paths	1	Chapter Name	diavolo-emerges-part5
distance	1	Chapter Name	diavolo-emerges-part4
proctect	1	Chapter Name	diavolo-emerges-part4
himself	1	Chapter Name	diavolo-emerges-part4
himself	1	Chapter Name	Jojos-part-5-ger-chapter-1
reamining	1	Chapter Name	diavolo-emerges-part4
knock	1	Chapter Name	diavolo-emerges-part4
knock	1	Chapter Name	diavolo_emerges_part1
grunts	1	Chapter Name	diavolo-emerges-part4
filthy	2	Chapter Name	diavolo-emerges-part4
abilities	1	Chapter Name	diavolo-emerges-part4
abilities	1	Chapter Name	Jojos-part-5-ger-chapter-2
trifling	1	Chapter Name	diavolo-emerges-part4
intellects	1	Chapter Name	diavolo-emerges-part4
never	4	Chapter Name	diavolo-emerges-part4
never	1	Chapter Name	diavolo-emerges-part5
never	2	Chapter Name	diavolo_emerges_part2
never	3	Chapter Name	Jojos-part-5-ger-chapter-1
never	1	Chapter Name	Jojos-part-5-ger-chapter-2
never	3	Chapter Name	Jojos-part-5-ger-chapter-3
surpass	1	Chapter Name	diavolo-emerges-part4
crimson's	1	Chapter Name	diavolo-emerges-part4
crimson's	2	Chapter Name	diavolo-emerges-part5
forcasts...nor	1	Chapter Name	diavolo-emerges-part4
circumvent	1	Chapter Name	diavolo-emerges-part4
matter	1	Chapter Name	diavolo-emerges-part4
matter	1	Chapter Name	diavolo_emerges_part1
matter	1	Chapter Name	diavolo_emerges_part2
matter	1	Chapter Name	Jojos-part-5-ger-chapter-2
aah	1	Chapter Name	diavolo-emerges-part3
aah	1	Chapter Name	diavolo-emerges-part4
aah	2	Chapter Name	Jojos-part-5-ger-chapter-1
aah	5	Chapter Name	Jojos-part-5-ger-chapter-3
aah	2	Chapter Name	king-of-kings
ah	1	Chapter Name	diavolo-emerges-part3
ah	2	Chapter Name	diavolo-emerges-part4
ah	2	Chapter Name	diavolo-emerges-part5
ah	5	Chapter Name	diavolo_emerges_part1
ah	2	Chapter Name	diavolo_emerges_part2
ah	4	Chapter Name	Jojos-part-5-ger-chapter-1
ah	1	Chapter Name	Jojos-part-5-ger-chapter-2
ah	9	Chapter Name	Jojos-part-5-ger-chapter-3
ah	1	Chapter Name	Jojos-part-5-ger-chapter-4
ah	13	Chapter Name	king-of-kings
th..the	2	Chapter Name	diavolo-emerges-part4
civ..he'd	1	Chapter Name	diavolo-emerges-part4
tossed	1	Chapter Name	diavolo-emerges-part4
himinto	1	Chapter Name	diavolo-emerges-part4
air	1	Chapter Name	diavolo-emerges-part4
air	2	Chapter Name	king-of-kings
predicted	2	Chapter Name	diavolo-emerges-part4
predicted	1	Chapter Name	diavolo_emerges_part1
imapacts	1	Chapter Name	diavolo-emerges-part4
went	3	Chapter Name	diavolo-emerges-part4
stil	2	Chapter Name	diavolo-emerges-part3
stil	1	Chapter Name	diavolo-emerges-part4
stil	3	Chapter Name	diavolo_emerges_part1
stil	2	Chapter Name	Jojos-part-5-ger-chapter-2
stil	7	Chapter Name	Jojos-part-5-ger-chapter-3
stil	2	Chapter Name	Jojos-part-5-ger-chapter-4
team	1	Chapter Name	diavolo-emerges-part4
working	1	Chapter Name	diavolo-emerges-part4
quite	1	Chapter Name	diavolo-emerges-part4
cold	1	Chapter Name	diavolo-emerges-part4
sweat	1	Chapter Name	diavolo-emerges-part4
foolish	1	Chapter Name	diavolo-emerges-part4
betray	1	Chapter Name	diavolo-emerges-part4
betray	1	Chapter Name	diavolo-emerges-part5
gang...and	1	Chapter Name	diavolo-emerges-part4
imagined	1	Chapter Name	diavolo-emerges-part4
discover	2	Chapter Name	diavolo-emerges-part3
discover	1	Chapter Name	diavolo-emerges-part4
identity	1	Chapter Name	diavolo-emerges-part4
identity	1	Chapter Name	Jojos-part-5-ger-chapter-3
ever	5	Chapter Name	diavolo-emerges-part3
ever	5	Chapter Name	diavolo-emerges-part4
ever	3	Chapter Name	diavolo-emerges-part5
ever	8	Chapter Name	diavolo_emerges_part1
ever	8	Chapter Name	diavolo_emerges_part2
ever	8	Chapter Name	Jojos-part-5-ger-chapter-1
ever	5	Chapter Name	Jojos-part-5-ger-chapter-2
ever	5	Chapter Name	Jojos-part-5-ger-chapter-3
ever	1	Chapter Name	Jojos-part-5-ger-chapter-4
because	2	Chapter Name	diavolo-emerges-part4
because	2	Chapter Name	diavolo-emerges-part5
because	6	Chapter Name	diavolo_emerges_part1
because	2	Chapter Name	diavolo_emerges_part2
because	1	Chapter Name	king-of-kings
learned	2	Chapter Name	diavolo-emerges-part4
arrow's	2	Chapter Name	diavolo-emerges-part4
arrow's	3	Chapter Name	Jojos-part-5-ger-chapter-1
true	2	Chapter Name	diavolo-emerges-part4
true	1	Chapter Name	diavolo_emerges_part2
ability	2	Chapter Name	diavolo-emerges-part4
ability	1	Chapter Name	diavolo-emerges-part5
ability	2	Chapter Name	diavolo_emerges_part1
ability	2	Chapter Name	diavolo_emerges_part2
ability	3	Chapter Name	Jojos-part-5-ger-chapter-1
ability	1	Chapter Name	Jojos-part-5-ger-chapter-2
ability	1	Chapter Name	Jojos-part-5-ger-chapter-3
ability	2	Chapter Name	king-of-kings
gift!a	1	Chapter Name	diavolo-emerges-part4
tribute	1	Chapter Name	diavolo-emerges-part4
fate	2	Chapter Name	diavolo-emerges-part4
fate	1	Chapter Name	diavolo-emerges-part5
fate	1	Chapter Name	Jojos-part-5-ger-chapter-1
fate	1	Chapter Name	Jojos-part-5-ger-chapter-4
fate	4	Chapter Name	king-of-kings
given	1	Chapter Name	diavolo-emerges-part4
over-coming	1	Chapter Name	diavolo-emerges-part4
past	3	Chapter Name	diavolo-emerges-part4
gimme	1	Chapter Name	diavolo-emerges-part4
bullets,pistols	1	Chapter Name	diavolo-emerges-part4
told	1	Chapter Name	diavolo-emerges-part4
told	2	Chapter Name	diavolo_emerges_part2
you,mista	1	Chapter Name	diavolo-emerges-part4
cartiridges	1	Chapter Name	diavolo-emerges-part4
load	1	Chapter Name	diavolo-emerges-part4
late	1	Chapter Name	diavolo-emerges-part4
late	2	Chapter Name	Jojos-part-5-ger-chapter-1
irl	1	Chapter Name	diavolo-emerges-part3
irl	2	Chapter Name	diavolo-emerges-part4
irl	1	Chapter Name	diavolo-emerges-part5
deflected	1	Chapter Name	diavolo-emerges-part4
mistas	1	Chapter Name	diavolo-emerges-part4
softened	1	Chapter Name	diavolo-emerges-part4
squashed	1	Chapter Name	diavolo-emerges-part4
like	1	Chapter Name	diavolo-emerges-part4
like	1	Chapter Name	diavolo-emerges-part5
like	3	Chapter Name	diavolo_emerges_part1
like	3	Chapter Name	Jojos-part-5-ger-chapter-3
chewing	1	Chapter Name	diavolo-emerges-part4
guminside	1	Chapter Name	diavolo-emerges-part4
hands	1	Chapter Name	diavolo-emerges-part4
hands	2	Chapter Name	diavolo-emerges-part5
hands	2	Chapter Name	diavolo_emerges_part1
hands	2	Chapter Name	king-of-kings
using	1	Chapter Name	diavolo-emerges-part4
tension	1	Chapter Name	diavolo-emerges-part4
reverted	1	Chapter Name	diavolo-emerges-part4
shot	1	Chapter Name	diavolo-emerges-part3
shot	1	Chapter Name	diavolo-emerges-part4
through	1	Chapter Name	diavolo-emerges-part4
through	1	Chapter Name	diavolo-emerges-part5
through	1	Chapter Name	diavolo_emerges_part2
through	1	Chapter Name	Jojos-part-5-ger-chapter-2
through	1	Chapter Name	Jojos-part-5-ger-chapter-3
overcome	2	Chapter Name	diavolo-emerges-part4
overcome	2	Chapter Name	Jojos-part-5-ger-chapter-1
ingerited	1	Chapter Name	diavolo-emerges-part4
cower	1	Chapter Name	diavolo-emerges-part4
flee	1	Chapter Name	diavolo-emerges-part4
flee	1	Chapter Name	Jojos-part-5-ger-chapter-3
flee	1	Chapter Name	king-of-kings
try	1	Chapter Name	diavolo-emerges-part4
try	1	Chapter Name	diavolo_emerges_part1
try	1	Chapter Name	Jojos-part-5-ger-chapter-1
try	2	Chapter Name	Jojos-part-5-ger-chapter-3
try	2	Chapter Name	Jojos-part-5-ger-chapter-4
try	3	Chapter Name	king-of-kings
soar	2	Chapter Name	diavolo-emerges-part4
beyond	2	Chapter Name	diavolo-emerges-part4
beyond	2	Chapter Name	Jojos-part-5-ger-chapter-1
beyond	1	Chapter Name	Jojos-part-5-ger-chapter-3
beyond	2	Chapter Name	king-of-kings
trish	2	Chapter Name	diavolo-emerges-part3
trish	3	Chapter Name	diavolo-emerges-part4
trish	6	Chapter Name	diavolo-emerges-part5
trish	10	Chapter Name	diavolo_emerges_part1
trish	1	Chapter Name	diavolo_emerges_part2
you're	1	Chapter Name	diavolo-emerges-part4
you're	1	Chapter Name	diavolo_emerges_part1
you're	4	Chapter Name	diavolo_emerges_part2
you're	1	Chapter Name	Jojos-part-5-ger-chapter-1
you're	1	Chapter Name	Jojos-part-5-ger-chapter-3
conscious	1	Chapter Name	diavolo-emerges-part4
flying	1	Chapter Name	diavolo-emerges-part4
flying	2	Chapter Name	diavolo-emerges-part5
coming	2	Chapter Name	diavolo-emerges-part4
coming	1	Chapter Name	diavolo_emerges_part1
coming	1	Chapter Name	king-of-kings
comes	1	Chapter Name	diavolo-emerges-part4
spicegirl	1	Chapter Name	diavolo-emerges-part4
closer	2	Chapter Name	diavolo-emerges-part4
closer	7	Chapter Name	diavolo_emerges_part1
closer	3	Chapter Name	diavolo_emerges_part2
beat	1	Chapter Name	diavolo-emerges-part4
erases	1	Chapter Name	diavolo-emerges-part4
forcasts	2	Chapter Name	diavolo-emerges-part4
it'll	1	Chapter Name	diavolo-emerges-part4
it'll	2	Chapter Name	diavolo_emerges_part1
it'll	1	Chapter Name	king-of-kings
land	2	Chapter Name	diavolo-emerges-part3
land	1	Chapter Name	diavolo-emerges-part4
only	2	Chapter Name	diavolo-emerges-part4
only	1	Chapter Name	diavolo-emerges-part5
only	5	Chapter Name	diavolo_emerges_part2
born	1	Chapter Name	diavolo-emerges-part4
born	2	Chapter Name	Jojos-part-5-ger-chapter-1
fear	1	Chapter Name	diavolo-emerges-part4
fear	3	Chapter Name	diavolo_emerges_part1
truly	1	Chapter Name	diavolo-emerges-part4
come	4	Chapter Name	diavolo-emerges-part4
come	5	Chapter Name	diavolo_emerges_part1
come	2	Chapter Name	Jojos-part-5-ger-chapter-1
come	7	Chapter Name	Jojos-part-5-ger-chapter-3
come	1	Chapter Name	Jojos-part-5-ger-chapter-4
you've	1	Chapter Name	diavolo-emerges-part4
you've	3	Chapter Name	diavolo_emerges_part2
you've	4	Chapter Name	king-of-kings
really	1	Chapter Name	diavolo-emerges-part4
really	1	Chapter Name	diavolo_emerges_part2
really	1	Chapter Name	Jojos-part-5-ger-chapter-3
made	1	Chapter Name	diavolo-emerges-part4
made	1	Chapter Name	Jojos-part-5-ger-chapter-4
mad	1	Chapter Name	diavolo-emerges-part4
mad	1	Chapter Name	Jojos-part-5-ger-chapter-4
gack	1	Chapter Name	diavolo-emerges-part4
gack	1	Chapter Name	Jojos-part-5-ger-chapter-3
want	1	Chapter Name	diavolo-emerges-part4
want	1	Chapter Name	diavolo-emerges-part5
want	2	Chapter Name	diavolo_emerges_part1
want	2	Chapter Name	Jojos-part-5-ger-chapter-3
you'll	1	Chapter Name	diavolo-emerges-part4
you'll	1	Chapter Name	diavolo_emerges_part2
wish	1	Chapter Name	diavolo-emerges-part4
soaring	1	Chapter Name	diavolo-emerges-part4
adn	1	Chapter Name	diavolo-emerges-part3
adn	1	Chapter Name	diavolo-emerges-part4
adn	1	Chapter Name	king-of-kings
heads	1	Chapter Name	diavolo-emerges-part4
triiiiii-ish	1	Chapter Name	diavolo-emerges-part4
punched	1	Chapter Name	diavolo-emerges-part5
though	1	Chapter Name	diavolo-emerges-part5
though	3	Chapter Name	diavolo_emerges_part1
though	1	Chapter Name	Jojos-part-5-ger-chapter-3
done	3	Chapter Name	diavolo-emerges-part5
done	2	Chapter Name	diavolo_emerges_part1
done	1	Chapter Name	Jojos-part-5-ger-chapter-4
h...her	1	Chapter Name	diavolo-emerges-part5
h...her	5	Chapter Name	diavolo_emerges_part1
h...her	2	Chapter Name	diavolo_emerges_part2
disappear-ing	1	Chapter Name	diavolo-emerges-part5
sky	1	Chapter Name	diavolo-emerges-part5
oooooooooooooooooooooohhhhhhhhhh	1	Chapter Name	diavolo-emerges-part5
apex	1	Chapter Name	diavolo-emerges-part5
apex	4	Chapter Name	Jojos-part-5-ger-chapter-1
apex	2	Chapter Name	king-of-kings
world	1	Chapter Name	diavolo-emerges-part5
world	1	Chapter Name	diavolo_emerges_part1
world	1	Chapter Name	Jojos-part-5-ger-chapter-1
world	2	Chapter Name	king-of-kings
power	1	Chapter Name	diavolo-emerges-part5
power	2	Chapter Name	diavolo_emerges_part1
power	4	Chapter Name	Jojos-part-5-ger-chapter-1
power	4	Chapter Name	king-of-kings
gift	1	Chapter Name	diavolo-emerges-part4
gift	1	Chapter Name	diavolo-emerges-part5
pierced	1	Chapter Name	diavolo-emerges-part5
pierced	1	Chapter Name	king-of-kings
crack!crack!crack	1	Chapter Name	diavolo-emerges-part5
crack	1	Chapter Name	diavolo-emerges-part4
crack	2	Chapter Name	diavolo-emerges-part5
crack	1	Chapter Name	Jojos-part-5-ger-chapter-1
crack	8	Chapter Name	king-of-kings
pierce	2	Chapter Name	diavolo-emerges-part5
pierce	1	Chapter Name	king-of-kings
w...what	1	Chapter Name	diavolo-emerges-part5
something's	1	Chapter Name	diavolo-emerges-part5
something's	2	Chapter Name	Jojos-part-5-ger-chapter-3
i...i	12	Chapter Name	diavolo-emerges-part3
i...i	7	Chapter Name	diavolo-emerges-part4
i...i	10	Chapter Name	diavolo-emerges-part5
i...i	11	Chapter Name	diavolo_emerges_part1
i...i	9	Chapter Name	diavolo_emerges_part2
i...i	7	Chapter Name	Jojos-part-5-ger-chapter-1
i...i	5	Chapter Name	Jojos-part-5-ger-chapter-2
i...i	11	Chapter Name	Jojos-part-5-ger-chapter-3
i...i	1	Chapter Name	Jojos-part-5-ger-chapter-4
i...i	11	Chapter Name	king-of-kings
spliting	1	Chapter Name	diavolo-emerges-part5
apart	1	Chapter Name	diavolo-emerges-part5
apart	2	Chapter Name	diavolo_emerges_part1
n...no	1	Chapter Name	diavolo-emerges-part5
n...no	1	Chapter Name	diavolo_emerges_part1
didn't	2	Chapter Name	diavolo-emerges-part5
didn't	1	Chapter Name	diavolo_emerges_part1
didn't	1	Chapter Name	Jojos-part-5-ger-chapter-1
didn't	1	Chapter Name	Jojos-part-5-ger-chapter-3
didn't	4	Chapter Name	king-of-kings
wind	1	Chapter Name	diavolo-emerges-part5
damn	1	Chapter Name	diavolo-emerges-part5
damn	2	Chapter Name	diavolo_emerges_part1
damn	1	Chapter Name	Jojos-part-5-ger-chapter-1
damn	2	Chapter Name	Jojos-part-5-ger-chapter-2
damn	2	Chapter Name	Jojos-part-5-ger-chapter-3
damn	5	Chapter Name	king-of-kings
predictions	1	Chapter Name	diavolo-emerges-part5
show	1	Chapter Name	diavolo-emerges-part5
show	2	Chapter Name	diavolo_emerges_part2
show	1	Chapter Name	Jojos-part-5-ger-chapter-2
show	1	Chapter Name	Jojos-part-5-ger-chapter-3
show	1	Chapter Name	king-of-kings
couldn't	1	Chapter Name	diavolo-emerges-part5
couldn't	1	Chapter Name	Jojos-part-5-ger-chapter-1
predict	2	Chapter Name	diavolo-emerges-part4
predict	2	Chapter Name	diavolo-emerges-part5
predict	1	Chapter Name	diavolo_emerges_part1
predict	2	Chapter Name	Jojos-part-5-ger-chapter-1
i'd	1	Chapter Name	diavolo-emerges-part5
bastard	1	Chapter Name	diavolo-emerges-part5
yourself	1	Chapter Name	diavolo-emerges-part5
yourself	1	Chapter Name	diavolo_emerges_part2
yourself	1	Chapter Name	Jojos-part-5-ger-chapter-4
wat	1	Chapter Name	diavolo-emerges-part5
wat	1	Chapter Name	diavolo_emerges_part2
wat	1	Chapter Name	Jojos-part-5-ger-chapter-3
destroy	2	Chapter Name	diavolo-emerges-part5
spirits	1	Chapter Name	diavolo-emerges-part5
looks	1	Chapter Name	diavolo-emerges-part5
looks	2	Chapter Name	diavolo_emerges_part1
need	1	Chapter Name	diavolo-emerges-part5
need	4	Chapter Name	diavolo_emerges_part1
need	1	Chapter Name	diavolo_emerges_part2
need	1	Chapter Name	Jojos-part-5-ger-chapter-3
break	1	Chapter Name	diavolo-emerges-part5
break	1	Chapter Name	diavolo_emerges_part2
finish	1	Chapter Name	diavolo-emerges-part5
finish	1	Chapter Name	Jojos-part-5-ger-chapter-1
wanted	1	Chapter Name	diavolo-emerges-part5
completelt	1	Chapter Name	diavolo-emerges-part5
extingusih	1	Chapter Name	diavolo-emerges-part5
bererk	1	Chapter Name	diavolo-emerges-part5
stand,requiem	1	Chapter Name	diavolo-emerges-part5
swapped	1	Chapter Name	diavolo-emerges-part5
i...i'm	1	Chapter Name	diavolo-emerges-part5
exiting	1	Chapter Name	diavolo-emerges-part5
deserving	1	Chapter Name	diavolo-emerges-part5
think	1	Chapter Name	diavolo-emerges-part5
think	1	Chapter Name	Jojos-part-5-ger-chapter-3
think	1	Chapter Name	Jojos-part-5-ger-chapter-4
worthy	1	Chapter Name	diavolo-emerges-part5
everything	1	Chapter Name	diavolo-emerges-part5
everything	1	Chapter Name	diavolo_emerges_part1
everything	1	Chapter Name	diavolo_emerges_part2
everything	1	Chapter Name	Jojos-part-5-ger-chapter-1
everything	1	Chapter Name	Jojos-part-5-ger-chapter-3
everything	1	Chapter Name	Jojos-part-5-ger-chapter-4
return	1	Chapter Name	diavolo-emerges-part5
return	1	Chapter Name	king-of-kings
normal	1	Chapter Name	diavolo-emerges-part5
normal	1	Chapter Name	diavolo_emerges_part2
normal	1	Chapter Name	king-of-kings
woah	1	Chapter Name	diavolo-emerges-part5
ohhhhhh	2	Chapter Name	diavolo-emerges-part3
ohhhhhh	3	Chapter Name	diavolo-emerges-part5
leave	1	Chapter Name	diavolo-emerges-part5
rest	1	Chapter Name	diavolo-emerges-part5
rest	1	Chapter Name	diavolo_emerges_part1
rest	1	Chapter Name	Jojos-part-5-ger-chapter-3
th...there's	1	Chapter Name	diavolo-emerges-part5
check	1	Chapter Name	diavolo-emerges-part5
check	5	Chapter Name	diavolo_emerges_part2
guys	1	Chapter Name	diavolo-emerges-part5
guys	1	Chapter Name	Jojos-part-5-ger-chapter-4
came	1	Chapter Name	diavolo-emerges-part3
came	2	Chapter Name	diavolo-emerges-part5
came	2	Chapter Name	diavolo_emerges_part1
came	1	Chapter Name	diavolo_emerges_part2
nick	1	Chapter Name	diavolo-emerges-part5
coliseum	2	Chapter Name	diavolo-emerges-part5
coliseum	1	Chapter Name	diavolo_emerges_part2
coliseum	3	Chapter Name	Jojos-part-5-ger-chapter-4
met	11	Chapter Name	diavolo-emerges-part3
met	2	Chapter Name	diavolo-emerges-part4
met	3	Chapter Name	diavolo-emerges-part5
met	7	Chapter Name	diavolo_emerges_part1
met	1	Chapter Name	diavolo_emerges_part2
met	1	Chapter Name	Jojos-part-5-ger-chapter-1
met	3	Chapter Name	Jojos-part-5-ger-chapter-3
hometown	1	Chapter Name	diavolo-emerges-part5
napoli	1	Chapter Name	diavolo-emerges-part5
betrayed	1	Chapter Name	diavolo-emerges-part5
gang	1	Chapter Name	diavolo-emerges-part4
gang	1	Chapter Name	diavolo-emerges-part5
heart	1	Chapter Name	diavolo-emerges-part5
heart	1	Chapter Name	Jojos-part-5-ger-chapter-2
heart	1	Chapter Name	Jojos-part-5-ger-chapter-3
heart	1	Chapter Name	king-of-kings
dying	1	Chapter Name	diavolo-emerges-part5
dying	1	Chapter Name	diavolo_emerges_part1
slow	1	Chapter Name	diavolo-emerges-part5
death	1	Chapter Name	diavolo-emerges-part5
death	1	Chapter Name	Jojos-part-5-ger-chapter-1
death	1	Chapter Name	Jojos-part-5-ger-chapter-2
death	4	Chapter Name	Jojos-part-5-ger-chapter-3
happiness	1	Chapter Name	diavolo-emerges-part5
fine	1	Chapter Name	diavolo-emerges-part5
fine	1	Chapter Name	diavolo_emerges_part1
fine	2	Chapter Name	Jojos-part-5-ger-chapter-4
worry	1	Chapter Name	diavolo-emerges-part5
worry	1	Chapter Name	Jojos-part-5-ger-chapter-4
worry	1	Chapter Name	king-of-kings
give	1	Chapter Name	diavolo-emerges-part4
give	1	Chapter Name	diavolo-emerges-part5
best	1	Chapter Name	diavolo-emerges-part5
dare	2	Chapter Name	diavolo-emerges-part5
dare	2	Chapter Name	king-of-kings
insigicant	1	Chapter Name	diavolo-emerges-part5
little	1	Chapter Name	diavolo-emerges-part5
little	1	Chapter Name	diavolo_emerges_part1
little	1	Chapter Name	Jojos-part-5-ger-chapter-3
pukes	1	Chapter Name	diavolo-emerges-part5
spewed	1	Chapter Name	diavolo-emerges-part5
dirty	1	Chapter Name	diavolo-emerges-part5
toilet	1	Chapter Name	diavolo-emerges-part5
conquer	1	Chapter Name	diavolo-emerges-part5
oooooohhhhhh	2	Chapter Name	diavolo-emerges-part5
